Airport.Code,Airport.Name,Time.Label,x,Time.Month Name,y,z,Statistics.# of Delays.Late Aircraft,Statistics.# of Delays.National Aviation System,Statistics.# of Delays.Security,Statistics.# of Delays.Weather,Statistics.Carriers.Names,Statistics.Carriers.Total,Statistics.Flights.Cancelled,Statistics.Flights.Delayed,Statistics.Flights.Diverted,Statistics.Flights.On Time,Statistics.Flights.Total,Statistics.Minutes Delayed.Carrier,Statistics.Minutes Delayed.Late Aircraft,Statistics.Minutes Delayed.National Aviation System,Statistics.Minutes Delayed.Security,Statistics.Minutes Delayed.Total,Statistics.Minutes Delayed.Weather
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2003/06,-0.16742791040071744,June,-1.7023756706623046,1.3177967336703742,0.8649384460077472,2.4540628550946817,1.901842500145524,3.322391412330112,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.",-0.5473706690995482,0.00845326405293329,2.011165929542479,-0.024229527704461275,2.757914258941595,2.6468894368018048,1.0927710893151055,0.4883797862786989,1.2796331774235448,1.1907476015616252,1.1649014046729198,2.0373888074895894
BOS,"Boston, MA: Logan International",2003/06,-0.16742791040071744,June,-1.7023756706623046,-0.6086846436383895,-0.5234599043669956,-0.2924156928630852,-0.4287539050448208,-0.16249797677186495,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",0.7627523586239672,-0.26156114134800795,-0.45530351008467274,-0.6843609196463528,-0.2584533375204376,-0.32919873040230824,-0.6043463652044647,-0.547645564310969,-0.3587487069317242,-0.4384945246389202,-0.5161828563692392,-0.32682513776964905
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2003/06,-0.16742791040071744,June,-1.7023756706623046,-0.8453233010085999,-0.5554998662987205,-0.6134890144252887,0.4036019539517309,-0.002884722309178982,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",-0.5473706690995482,-0.6388889642800925,-0.6762337110749721,-0.35429522367540706,-0.42277126919925007,-0.5262346836886292,-0.8790946652991388,-0.5832326454264762,-0.47749239932646176,0.257530154573246,-0.6274994010951058,-0.01173040992100694
CLT,"Charlotte, NC: Charlotte Douglas International",2003/06,-0.16742791040071744,June,-1.7023756706623046,-0.833187985246025,-0.5643998557241996,-0.23818033449109138,-0.5952250768441312,-0.32211123123455093,"American Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,Atlantic Southeast Airlines,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",-0.5473706690995482,-0.4865731458487923,-0.4909562673873401,-0.3818006983396525,-0.4184619049705013,-0.4704175460342942,-0.8327278067553339,-0.6717745419509905,-0.3690893323945038,-0.32961915582360923,-0.6153473230273732,-0.38363790594618036
DCA,"Washington, DC: Ronald Reagan Washington National",2003/06,-0.16742791040071744,June,-1.7023756706623046,-0.8847630772369682,-0.9275194242837477,-0.5071877120161807,-0.2622827332455105,-0.26890681308032227,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,Atlantic Southeast Airlines,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",0.32604468271612874,-0.48311142270262636,-0.760982068597706,-0.2717787996826706,-0.7369801305736726,-0.7847715040510059,-0.8733399133522126,-0.9212453999231501,-0.4177562022319145,-0.356837998027437,-0.7304454891591552,-0.3297584056918069
DEN,"Denver, CO: Denver International",2003/06,-0.16742791040071744,June,-1.7023756706623046,-0.1778809340669809,-0.8296195406034774,-0.3151945433793226,0.9030154693496618,0.26313736846196434,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",0.32604468271612874,-0.6215803485492629,-0.46231716725896793,-0.16175690102568868,0.14419117237439488,-0.030147120828690914,-0.34476594702704605,-0.7855809434878918,-0.3737044437587645,1.9217679350358556,-0.5314409529467029,-0.10744757369668462
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2003/06,-0.16742791040071744,June,-1.7023756706623046,1.2480186680355687,1.069638202793767,1.2934261859340141,2.2347848437441447,2.3913140946311104,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",0.32604468271612874,0.6246399840704658,1.4003932839476039,2.8913507867055595,2.4448295795398893,2.292457899529369,1.4755443045277934,0.807837710230014,0.7893730202058215,1.832334596366136,1.1188989892872716,2.2161637682190003
DTW,"Detroit, MI: Detroit Metro Wayne County",2003/06,-0.16742791040071744,June,-1.7023756706623046,-0.6026169857571021,-0.7441796421188778,-0.417157017118671,0.07065961035311019,-0.09599245407907914,"American Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",-0.5473706690995482,-0.3134869885404966,-0.5885629963962818,-0.5193280716608799,0.18222599578465593,-0.02096571176283424,-0.5433870999380971,-0.7921357793133731,-0.4961263452107324,-0.2829582834741903,-0.6609549055516148,-0.42424050928973395
EWR,"Newark, NJ: Newark Liberty International",2003/06,-0.16742791040071744,June,-1.7023756706623046,-0.766443748551863,-0.48073995512469586,1.0775694596134786,0.7365442975503516,0.5690627728487792,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",0.32604468271612874,-0.3861831746099808,0.3033404076015934,0.388352592259221,0.034958157358719065,0.08862825042008984,-0.6096489580698466,-0.4775552725707823,0.7975969404564214,1.0818722327463144,0.12735961146897434,0.24747784488441696
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2003/06,-0.16742791040071744,June,-1.7023756706623046,-0.9939809191001423,-0.9488793989048976,-0.5722701420625733,-0.09581156144620014,-0.5881333220056942,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",-0.5473706690995482,-0.694276534618747,-0.8387167689461447,-0.49182259699663444,-1.0459428094087488,-1.0545300466049854,-0.9238173090009648,-0.8983292809742232,-0.5229668613028801,-0.2751814714159538,-0.8045336820861843,-0.6479407839848258
